isogroup100038	sp|Q1ZXK2|FORG_DICDI
isogroup310947	sp|O70511|ANK3_RAT
isogroup31096	sp|Q54PK4|SMC2_DICDI
isogroup310966	sp|Q8BMD2|DZIP1_MOUSE
isogroup310989	sp|Q8AV84|BTD_TAKRU
isogroup311006	sp|Q9FV50|MAP1D_ARATH
isogroup311008	sp|Q9Z1W8|AT12A_MOUSE
isogroup311010	sp|P91645|CAC1A_DROME
isogroup311028	sp|P49305|YMO1_RHIML
isogroup311031	sp|Q1JPB0|ILEU_BOVIN
isogroup311036	sp|P84104|SRSF3_MOUSE
isogroup311049	sp|P0C218|DDX20_DANRE
isogroup311085	sp|F4IVR7|MYO10_ARATH
isogroup311109	sp|Q9NVM4|ANM7_HUMAN
isogroup311124	sp|Q39491|PTP3_CHLMO
isogroup311132	sp|Q7YQJ9|UB2Q2_RABIT
isogroup311135	sp|Q8TFH0|YIKE_SCHPO
isogroup311141	sp|Q852N6|CDPKB_ORYSJ
isogroup311154	sp|Q6NLB0|GSTL1_ARATH
isogroup311170	sp|Q7Z695|ADCK2_HUMAN
isogroup311176	sp|P06632|DKGA_CORSC
isogroup311196	sp|Q6ZC69|KAD2_ORYSJ
isogroup311199	sp|Q86V88|MGDP1_HUMAN
isogroup311207	sp|Q8K430|KLH17_RAT
isogroup311208	sp|Q9GV41|PGFS_TRYBB
isogroup311217	sp|Q71RC2|LARP4_HUMAN
isogroup311220	sp|O08672|KIFC2_MOUSE
isogroup311221	sp|O97681|VPP2_BOVIN
isogroup311226	sp|Q9FPH3|THA2_ARATH
isogroup311239	sp|A9RBS1|MTBC_PHYPA
isogroup311241	sp|Q55EI3|VP13E_DICDI
isogroup311263	sp|P0C870|JMJD7_HUMAN
isogroup311287	sp|Q6P5B0|RRP12_MOUSE
isogroup311292	sp|Q09665|TNNC2_CAEEL
isogroup311315	sp|Q2M3R5|S35G1_HUMAN
isogroup311322	sp|Q65XS5|BC10_ORYSJ
isogroup311339	sp|P62343|CDPK1_PLAFK
isogroup311343	sp|O54853|KCNH6_RAT
isogroup311346	sp|Q7XJR9|CDPKG_ARATH
isogroup311352	sp|F4JTE7|GPP1_ARATH
isogroup311356	sp|P05219|TBB_SCHPO
isogroup311360	sp|Q1L8T5|CING_DANRE
isogroup311383	sp|Q63164|DYH1_RAT
isogroup311384	sp|P20904|ACT_VOLCA
isogroup311398	sp|Q55774|Y182_SYNY3
isogroup311421	sp|Q08DK7|MCATL_BOVIN
isogroup311426	sp|Q7TSP2|KIF15_RAT
isogroup311429	sp|O95239|KIF4A_HUMAN
isogroup311434	sp|Q8W3L1|MFDR_ARATH
isogroup311465	sp|Q5M7N9|ESYT3_XENTR
isogroup311478	sp|P22987|KIN1_SCHPO
isogroup311486	sp|Q8NBP5|MFSD9_HUMAN
isogroup311487	sp|O18696|PDE1_CAEEL
isogroup31156	sp|A8JF70|ODA1_CHLRE
isogroup311575	sp|A8Y236|GLT10_CAEBR
isogroup311583	sp|Q9SEL6|VTI11_ARATH
isogroup311587	sp|O04035|AT74H_ARATH
isogroup311592	sp|Q53LQ0|PDI11_ORYSJ
isogroup311611	sp|Q94A76|GORK_ARATH
isogroup311629	sp|Q31QE7|CLPS_SYNE7
isogroup311646	sp|P55096|ABCD3_MOUSE
isogroup311649	sp|P14735|IDE_HUMAN
isogroup311658	sp|Q8GTR4|PULA1_ARATH
isogroup31166	sp|A8BQB4|GDE_HORSE
isogroup311690	sp|Q9FNU2|AB25B_ORYSJ
isogroup311698	sp|O06476|YFMR_BACSU
isogroup311708	sp|Q02104|LIP1_PSYIM
isogroup31171	sp|P51136|GSK3_DICDI
isogroup311743	sp|Q9Z1J2|NEK4_MOUSE
isogroup311753	sp|A8JFU2|CFA65_CHLRE
isogroup311779	sp|Q99J77|SIAS_MOUSE
isogroup311780	sp|Q63170|DYH7_RAT
isogroup311785	sp|B1JRE0|SERC_YERPY
isogroup311814	sp|P48550|KCNJ6_RAT
isogroup311823	sp|Q10M50|CHLH_ORYSJ
isogroup311825	sp|Q2XVR3|SC4AA_DANRE
isogroup311830	sp|Q54GE3|VPS45_DICDI
isogroup311838	sp|Q09174|GMA12_SCHPO
isogroup311846	sp|Q551A3|Y6689_DICDI
isogroup311861	sp|Q9W3D3|CRAG_DROME
isogroup311872	sp|Q6V5K9|ZN474_MOUSE
isogroup311900	sp|Q69QJ7|MGDG1_ORYSJ
isogroup311924	sp|P10482|BGLS_CALSA
isogroup311944	sp|P35159|RLUB_BACSU
isogroup311956	sp|F1NTD6|ASCC3_CHICK
isogroup311983	sp|Q55855|GLK_SYNY3
isogroup312013	sp|P28745|RCC1_SCHPO
isogroup312022	sp|Q6IQ85|YIPF6_DANRE
isogroup312045	sp|P33224|AIDB_ECOLI
isogroup312047	sp|O30409|TYCC_BREPA
isogroup312052	sp|H0YKK7|GG6LS_HUMAN
isogroup312054	sp|A4Q9F4|TTL11_MOUSE
isogroup312067	sp|Q8L7W1|MSL3_ARATH
isogroup312079	sp|A8WRV1|KIN29_CAEBR
isogroup312093	sp|Q6DW76|DGDG1_SOYBN
isogroup312111	sp|P15623|GLNA3_BACFR
isogroup312123	sp|C7M0M0|FTSH_ACIFD
isogroup312143	sp|Q9NW08|RPC2_HUMAN
isogroup312166	sp|O06081|MMPL3_MYCLE
isogroup312171	sp|Q9Y7Q6|SET7_SCHPO
isogroup312180	sp|Q80VQ1|LRRC1_MOUSE
isogroup312185	sp|O93927|FKS1_CRYNH
isogroup312192	sp|P12379|M24_STRPY
isogroup312195	sp|P94400|YCIC_BACSU
isogroup312217	sp|Q2W3G8|SYE2_MAGSA
isogroup312231	sp|H3BQL2|GOG8T_HUMAN
isogroup312232	sp|E9QAM5|HELZ2_MOUSE
isogroup312240	sp|Q9KI10|GERN_BACCE
isogroup312254	sp|Q67XW5|UBP18_ARATH
isogroup312270	sp|Q9H6R3|ACSS3_HUMAN
isogroup312273	sp|P07293|CAC1S_RABIT
isogroup312279	sp|Q9H1N7|S35B3_HUMAN
isogroup312290	sp|O14874|BCKD_HUMAN
isogroup312291	sp|Q54T05|RIO2_DICDI
isogroup312299	sp|Q9I8D1|MYO6_CHICK
isogroup312308	sp|Q5UQK4|YL404_MIMIV
isogroup312321	sp|Q9LZG0|ADK2_ARATH
isogroup312330	sp|P41252|SYIC_HUMAN
isogroup31234	sp|P80193|BODG_PSESK
isogroup312349	sp|Q5U236|GGYF2_XENLA
isogroup312355	sp|Q9I7U4|TITIN_DROME
isogroup312380	sp|O93796|EF3_CANGA
isogroup312409	sp|O60041|CALM_KLULA
isogroup31241	sp|Q8W425|PSMD6_ORYSJ
isogroup312422	sp|Q9ZGI2|PIKA4_STRVZ
isogroup312450	sp|O43933|PEX1_HUMAN
isogroup312479	sp|Q5R8H0|DNJB6_PONAB
isogroup312505	sp|A5GNJ0|IF2_SYNPW
isogroup312509	sp|Q91348|F26L_CHICK
isogroup312517	sp|Q8IZU2|WDR17_HUMAN
isogroup312522	sp|O15084|ANR28_HUMAN
isogroup312533	sp|V6CLA2|HECD1_CAEEL
isogroup312541	sp|Q96GR4|ZDH12_HUMAN
isogroup312580	sp|Q888A4|RNLS_PSESM
isogroup312601	sp|P9WQ69|CSD_MYCTU
isogroup312604	sp|P0CN84|GLNA_CRYNJ
isogroup312605	sp|Q8BZ20|PAR12_MOUSE
isogroup312613	sp|P47979|ZFS1_SCHPO
isogroup312629	sp|P40806|PKSJ_BACSU
isogroup312631	sp|Q9UET6|TRM7_HUMAN
isogroup312642	sp|Q5E9H5|BCS1_BOVIN
isogroup312658	sp|Q9M1K5|ZDH13_ARATH
isogroup312674	sp|P0A3B4|TYPA_SHIFL
isogroup312681	sp|D4ABL6|MCTP1_RAT
isogroup312683	sp|P59722|EGLN1_RAT
isogroup312688	sp|F4J7A7|PPD7_ARATH
isogroup312704	sp|O04212|Y2090_ARATH
isogroup312749	sp|Q9SKR2|SYT1_ARATH
isogroup312753	sp|Q9NJU9|CDPK3_PLAF7
isogroup312770	sp|Q32PX7|FUBP1_RAT
isogroup312772	sp|Q7Z9L3|EXGA_ASPOR
isogroup312775	sp|Q969U7|PSMG2_HUMAN
isogroup312778	sp|Q9SA96|AROD1_ARATH
isogroup312783	sp|Q54E36|XPO2_DICDI
isogroup312786	sp|Q03131|ERYA1_SACER
isogroup312791	sp|Q9VCA8|ANKHM_DROME
isogroup312801	sp|A1TFU9|HPXO_MYCVP
isogroup312808	sp|P46327|YXBC_BACSU
isogroup312857	sp|Q2V452|CIPK3_ARATH
isogroup312934	sp|Q8L7Z9|DIT2_SPIOL
isogroup312941	sp|Q93794|SEL10_CAEEL
isogroup312953	sp|A0A0H2VDN9|ESIB_ECOL6
isogroup312967	sp|Q64578|AT2A1_RAT
isogroup312984	sp|Q9ZW12|TRNH5_ARATH
isogroup312986	sp|P59913|PCMD1_MOUSE
isogroup312993	sp|Q09511|RSP4_CAEEL
isogroup312994	sp|Q500U8|TKPR1_ARATH
isogroup313002	sp|Q15131|CDK10_HUMAN
isogroup313021	sp|P51954|NEK1_MOUSE
isogroup313023	sp|Q9Y810|SHY1_SCHPO
isogroup313033	sp|Q42510|GNOM_ARATH
isogroup313055	sp|P50533|SMC2_XENLA
isogroup31309	sp|O42897|RPN3_SCHPO
isogroup313096	sp|Q5U236|GGYF2_XENLA
isogroup313102	sp|A0A0R4I9Y1|R213B_DANRE
isogroup313121	sp|Q9SSF8|CDPKU_ARATH
isogroup313128	sp|Q8RVL2|DEK1_ARATH
isogroup313136	sp|Q84WU2|UBP13_ARATH
isogroup313142	sp|Q6AXR5|S35A3_RAT
isogroup313163	sp|F4JAU3|P4H2_ARATH
isogroup313166	sp|Q5R660|SEC63_PONAB
isogroup313169	sp|Q6TLF6|RGN_DANRE
isogroup313174	sp|Q6PFX9|TNKS1_MOUSE
isogroup313182	sp|Q6DEY3|AB17B_XENTR
isogroup313196	sp|P42840|YN60_YEAST
isogroup313211	sp|Q9XUB9|NRA1_CAEEL
isogroup313222	sp|Q61941|NNTM_MOUSE
isogroup313234	sp|O15865|CDPK2_PLAFK
isogroup313236	sp|Q94IN5|PNO_EUGGR
isogroup313237	sp|P42525|ERK1_DICDI
isogroup313241	sp|F4I893|ILA_ARATH
isogroup313247	sp|O88427|CAC1H_MOUSE
isogroup313252	sp|P9WQE1|PPSE_MYCTU
isogroup313261	sp|Q8R5Z1|IF2_FUSNN
isogroup313271	sp|O04249|STP7_ARATH
isogroup313281	sp|Q9Z735|RIBD_CHLPN
isogroup313293	sp|G5E8K5|ANK3_MOUSE
isogroup313303	sp|Q15582|BGH3_HUMAN
isogroup313307	sp|A1Z8P9|TPR_DROME
isogroup313312	sp|Q8LPK4|AP2A2_ARATH
isogroup313343	sp|P27466|KCC1_YEAST
isogroup313360	sp|Q3EAR7|GLYT2_ARATH
isogroup313361	sp|Q58A42|DD3_DICDI
isogroup313376	sp|A6NFX1|MFS2B_HUMAN
isogroup313388	sp|Q54VQ7|HDA22_DICDI
isogroup313396	sp|A0FGR9|ESYT3_HUMAN
isogroup313404	sp|Q9LT02|PDR2_ARATH
isogroup313413	sp|Q80W57|ABCG2_RAT
isogroup313415	sp|Q9FMJ0|P4KB1_ARATH
isogroup313416	sp|O50314|BCHH_CHLP8
isogroup313426	sp|O82413|SYHM_ARATH
isogroup31343	sp|Q2R1Z5|CML6_ORYSJ
isogroup313470	sp|Q9Y2D2|S35A3_HUMAN
isogroup313472	sp|Q3TW96|UAP1L_MOUSE
isogroup313479	sp|O23166|TR164_ARATH
isogroup313491	sp|P33116|SPAT_BACIU
isogroup3135	sp|Q92738|US6NL_HUMAN
isogroup313501	sp|Q9SSJ8|FAB1C_ARATH
isogroup313502	sp|Q8BSY0|ASPH_MOUSE
isogroup313509	sp|A9CPT4|TDRD1_ORYLA
isogroup313529	sp|Q9SJT7|VHAA2_ARATH
isogroup313538	sp|Q5RF14|MIPEP_PONAB
isogroup313539	sp|P46871|KRP95_STRPU
isogroup31354	sp|Q564K3|CND2_ARATH
isogroup313565	sp|Q9FF46|AB28G_ARATH
isogroup313572	sp|Q23716|EF2_CRYPV
isogroup313573	sp|Q9SLG9|PI5K5_ARATH
isogroup313589	sp|Q6P2Y3|DNJC2_XENTR
isogroup313600	sp|Q89AI9|Y296_BUCBP
isogroup313618	sp|Q54LY1|Y6311_DICDI
isogroup313621	sp|Q9SAC6|GWD1_ARATH
isogroup313627	sp|Q9H1I8|ASCC2_HUMAN
isogroup313638	sp|P31435|YICJ_ECOLI
isogroup313642	sp|O65729|RL18_CICAR
isogroup313650	sp|Q654D9|CSTR1_ORYSJ
isogroup313658	sp|Q54QU8|Y3629_DICDI
isogroup313674	sp|Q0ZQK6|PPIA_SYMSY
isogroup313683	sp|Q502K3|ANR52_DANRE
isogroup313686	sp|Q9M8T9|MCC1_ARATH
isogroup313687	sp|P41001|TOP2_PLAFK
isogroup313688	sp|Q5SMK6|P2C54_ORYSJ
isogroup313704	sp|P50651|RIR2A_ARATH
isogroup313717	sp|P62343|CDPK1_PLAFK
isogroup313767	sp|Q767K6|DHX16_PIG
isogroup313768	sp|Q54BF6|MCFN_DICDI
isogroup313770	sp|A4WDZ5|ARGA_ENT38
isogroup31381	sp|Q8R3D1|TBC13_MOUSE
isogroup313816	sp|Q7XWS7|FH12_ORYSJ
isogroup313822	sp|Q6DGE9|UN45B_DANRE
isogroup313828	sp|Q2JKY0|MIAB_SYNJB
isogroup313832	sp|P54453|YQEH_BACSU
isogroup313837	sp|P42285|MTREX_HUMAN
isogroup313842	sp|B0KTG8|TRI1_PSEPG
isogroup313844	sp|Q9ASX5|Y5520_ARATH
isogroup31385	sp|O17915|RAN_CAEEL
isogroup313851	sp|K7VCB9|THIM_MAIZE
isogroup313862	sp|A6H8Z2|F221B_HUMAN
isogroup313863	sp|Q55G83|ABKC_DICDI
isogroup313864	sp|Q9LQK0|DRG1_ARATH
isogroup31387	sp|Q8R123|FAD1_MOUSE
isogroup313895	sp|P15387|KCNB1_RAT
isogroup313896	sp|P54873|HMCS_ARATH
isogroup313913	sp|Q9TV62|MYH4_PIG
isogroup313937	sp|Q8LGU6|CD27B_ARATH
isogroup313945	sp|O88808|TUB_RAT
isogroup313946	sp|Q08853|ATC_PLAFK
isogroup313969	sp|A8JFU2|CFA65_CHLRE
isogroup313970	sp|Q96PQ7|KLHL5_HUMAN
isogroup313999	sp|P21872|PUR2_CHICK
isogroup314005	sp|Q6P4H8|ACKMT_HUMAN
isogroup314022	sp|Q9Y3Q4|HCN4_HUMAN
isogroup314029	sp|G5EFJ9|UN103_CAEEL
isogroup314045	sp|Q99NH0|ANR17_MOUSE
isogroup314049	sp|Q9W770|SPON1_CHICK
isogroup314069	sp|Q92JK8|CLPB_RICCN
isogroup314077	sp|Q6NQL6|LPPE2_ARATH
isogroup314100	sp|Q9V0L2|AAT_PYRAB
isogroup314108	sp|Q9Z1J2|NEK4_MOUSE
isogroup314111	sp|P51792|CLCN3_RAT
isogroup314118	sp|P53043|PPT1_YEAST
isogroup314121	sp|Q6PFP6|NDOR1_DANRE
isogroup314128	sp|Q5RCV8|RNF13_PONAB
isogroup314131	sp|Q9H5I5|PIEZ2_HUMAN
isogroup314146	sp|Q8LP10|SPY_EUSER
isogroup314164	sp|P30182|TOP2_ARATH
isogroup314180	sp|B7FXE8|NNRD_PHATC
isogroup31419	sp|Q8RWB1|SRL1_ARATH
isogroup314190	sp|A8CVX7|TTLL6_DANRE
isogroup314199	sp|E1V7V7|DOED_HALED
isogroup314200	sp|Q2IIK1|LON_ANADE
isogroup314202	sp|Q99PV0|PRP8_MOUSE
isogroup314243	sp|Q5Z880|HRD1_ORYSJ
isogroup314245	sp|B6SHG7|TRMB_MAIZE
isogroup314277	sp|Q54YF2|AMPKA_DICDI
isogroup314287	sp|Q86WI1|PKHL1_HUMAN
isogroup314333	sp|O60308|CE104_HUMAN
isogroup314334	sp|Q54RJ4|IKSA_DICDI
isogroup31434	sp|F4JZY1|CIP1_ARATH
isogroup314359	sp|Q9Y4C8|RBM19_HUMAN
isogroup314383	sp|O74475|BGS4_SCHPO
isogroup314406	sp|Q3UV71|TMTC1_MOUSE
isogroup314428	sp|M0R8U1|DYH5_RAT
isogroup314447	sp|Q9TXQ1|TNKS1_CAEEL
isogroup314461	sp|Q80Y20|ALKB8_MOUSE
isogroup314469	sp|P0DP90|ILVG_ECOLI
isogroup314492	sp|Q8L829|ARI5_ARATH
isogroup314497	sp|A7LXU0|GH43B_BACO1
isogroup314532	sp|Q9SHI7|UBC34_ARATH
isogroup314538	sp|Q9P4X3|UTP7_SCHPO
isogroup314544	sp|G5E8K5|ANK3_MOUSE
isogroup314546	sp|Q54BW6|TTC27_DICDI
isogroup314550	sp|A4S6Y4|LONM_OSTLU
isogroup314566	sp|Q96GR4|ZDH12_HUMAN
isogroup314572	sp|P64483|YEAK_ECOLI
isogroup314590	sp|Q96UY1|DGT2B_UMBRA
isogroup314599	sp|P48506|GSH1_HUMAN
isogroup314600	sp|Q8CFQ3|AQR_MOUSE
isogroup314618	sp|Q0WQX7|RBL1_ARATH
isogroup314621	sp|Q8N3C7|CLIP4_HUMAN
isogroup314660	sp|G0S488|NMD3_CHATD
isogroup314709	sp|Q7PPA5|ATC1_ANOGA
isogroup314714	sp|Q6LPK6|MSBA_PHOPR
isogroup314720	sp|Q0IIF0|ILKAP_BOVIN
isogroup31474	sp|Q9EPU0|RENT1_MOUSE
isogroup314741	sp|Q5XIM7|SYK_RAT
isogroup314743	sp|P0CS36|HAT2_CRYNJ
isogroup314753	sp|Q2M389|WASC4_HUMAN
isogroup314766	sp|Q9FG37|GACP3_ARATH
isogroup314780	sp|O96099|FAD5B_DICDI
isogroup314799	sp|Q9KX40|ESTB_BURGA
isogroup314820	sp|Q148G4|TATD1_BOVIN
isogroup314839	sp|Q9VD92|ARCH_DROME
isogroup314880	sp|Q9FVQ4|PLGG1_ARATH
isogroup314893	sp|Q6P9J9|ANO6_MOUSE
isogroup314895	sp|P43329|HRPA_ECOLI
isogroup31490	sp|Q19673|TYR3_CAEEL
isogroup314905	sp|Q94B65|UTR7_ARATH
isogroup314907	sp|Q6GLZ0|GRTP1_XENLA
isogroup314909	sp|Q9LFV6|RPOT2_ARATH
isogroup314918	sp|Q8YSU5|Y2987_NOSS1
isogroup314929	sp|Q5M886|ADPRM_RAT
isogroup314934	sp|P02567|MYO1_CAEEL
isogroup314937	sp|P48766|NAC1_CAVPO
isogroup314946	sp|Q94JV5|NILP2_ARATH
isogroup314970	sp|Q2U0E0|PPID_ASPOR
isogroup314983	sp|Q9PTU3|XPO2_PAGMA
isogroup315032	sp|Q02331|YOL4_CAEEL
isogroup315067	sp|Q4U2V3|CBPC1_DANRE
isogroup315087	sp|Q54IF0|RM21_DICDI
isogroup31510	sp|A3DMQ1|EF1A_STAMF
isogroup315101	sp|Q5XHY5|SYTC_RAT
isogroup315103	sp|O34726|YFLS_BACSU
isogroup315115	sp|A4YI89|HPCD_METS5
isogroup315119	sp|Q8WNY2|KCNH2_RABIT
isogroup315124	sp|Q3E9C0|CDPKY_ARATH
isogroup31514	sp|O54701|NCKX2_RAT
isogroup315159	sp|P62343|CDPK1_PLAFK
isogroup315192	sp|Q9D099|ACER3_MOUSE
isogroup315197	sp|Q9NES8|PPP5_CAEEL
isogroup315198	sp|P73121|Y1919_SYNY3
isogroup315208	sp|P22467|MYOA_DICDI
isogroup315216	sp|Q03479|MYOE_DICDI
isogroup315232	sp|Q9FM85|PBL16_ARATH
isogroup315249	sp|Q08D64|ABCB6_XENTR
isogroup315251	sp|Q9FJL3|FKB65_ARATH
isogroup315268	sp|E9Q8T7|DYH1_MOUSE
isogroup315280	sp|Q9FIY7|SM3L3_ARATH
isogroup315284	sp|Q9LYJ9|RH46_ARATH
isogroup315291	sp|Q6FPF1|VPS10_CANGA
isogroup315294	sp|Q9FIX3|PP407_ARATH
isogroup315298	sp|Q07352|TISB_HUMAN
isogroup315300	sp|Q9NXH9|TRM1_HUMAN
isogroup315310	sp|P0DPD7|EFMT4_HUMAN
isogroup315364	sp|Q9C0G6|DYH6_HUMAN
isogroup315366	sp|Q9FMP5|CDPKH_ARATH
isogroup315368	sp|Q24087|XPF_DROME
isogroup315377	sp|P41380|IF4A3_NICPL
isogroup315386	sp|Q9SJM0|CALSA_ARATH
isogroup315389	sp|A7MBL8|PKN2_DANRE
isogroup315390	sp|Q8VEH6|CBWD1_MOUSE
isogroup315397	sp|Q9V410|LZTR1_DROME
isogroup315400	sp|Q0JGS5|EAR1_ORYSJ
isogroup31541	sp|O23184|CML19_ARATH
isogroup315443	sp|Q9FXM5|G6PI_ARAHG
isogroup315491	sp|P54927|IMP2_SOLLC
isogroup315500	sp|P58313|CAP4C_STRPN
isogroup315501	sp|O82279|CG160_ARATH
isogroup315520	sp|P14802|YOXD_BACSU
isogroup315532	sp|Q96MR6|CFA57_HUMAN
isogroup315540	sp|Q6CGG3|FKBP2_YARLI
isogroup315558	sp|B5XF11|KDM8_SALSA
isogroup315572	sp|Q86Z98|KINH_GIBMO
isogroup315581	sp|Q5M7T9|THNS2_RAT
isogroup315615	sp|Q7QEI1|RTEL1_ANOGA
isogroup315632	sp|Q9MB58|F26_ARATH
isogroup315683	sp|Q9ZVN2|Y1457_ARATH
isogroup315684	sp|O64642|URT1_ARATH
isogroup315694	sp|Q0IID7|DUS10_BOVIN
isogroup315698	sp|Q8K2H6|APC10_MOUSE
isogroup315713	sp|Q23F13|CFA61_TETTS
isogroup315732	sp|Q5RCP7|CEP76_PONAB
isogroup315751	sp|P0AFP4|YBBO_ECOLI
isogroup315772	sp|Q4R6Q7|AP5M1_MACFA
isogroup315781	sp|Q0P4Y8|LMF2_XENTR
isogroup315783	sp|Q7TQK4|EXOS3_MOUSE
isogroup315788	sp|Q9EQC5|SCYL1_MOUSE
isogroup315792	sp|Q6AXT5|RAB21_RAT
isogroup315798	sp|O22609|DEGP1_ARATH
isogroup315812	sp|Q99323|MYSN_DROME
isogroup315821	sp|C0LGV0|Y5487_ARATH
isogroup315822	sp|Q9LFE4|Y5673_ARATH
isogroup315824	sp|Q80W93|HYDIN_MOUSE
isogroup315834	sp|Q91UZ4|EGLN3_MOUSE
isogroup315881	sp|Q9HEH1|RENT1_NEUCR
isogroup315893	sp|Q63170|DYH7_RAT
isogroup315900	sp|Q3J517|PUR5_RHOS4
isogroup315901	sp|O14325|YB7A_SCHPO
isogroup315930	sp|Q9LJU7|PPA18_ARATH
isogroup31594	sp|F4KEY9|NAA25_ARATH
isogroup315941	sp|Q9FY46|SUT41_ARATH
isogroup315949	sp|A7MBI7|COMT_BOVIN
isogroup31595	sp|Q2QY07|CCDA2_ORYSJ
isogroup315960	sp|P91309|VIP1_CAEEL
isogroup315969	sp|O54898|CAC1G_RAT
isogroup315973	sp|Q86ZU7|CO112_SCHPO
isogroup315974	sp|Q8MJ24|LOXL4_BOVIN
isogroup315997	sp|Q985A5|ERA_RHILO
isogroup316012	sp|O22943|STL1_ARATH
isogroup316022	sp|Q9GLX9|SPON1_BOVIN
isogroup316036	sp|Q9M306|ZDH10_ARATH
isogroup316044	sp|O95453|PARN_HUMAN
isogroup316083	sp|Q01728|NAC1_RAT
isogroup316085	sp|Q86WI1|PKHL1_HUMAN
isogroup316095	sp|Q94AC1|STR6_ARATH
isogroup316098	sp|A2ASS6|TITIN_MOUSE
isogroup316128	sp|Q9Z0Y8|CAC1I_RAT
isogroup316132	sp|Q2KIA4|SCD5_BOVIN
isogroup316146	sp|P0A5F6|Y1866_MYCBO
isogroup316174	sp|Q5SXJ3|FANCJ_MOUSE
isogroup31621	sp|Q62036|CP131_MOUSE
isogroup316210	sp|O34969|YFJR_BACSU
isogroup316222	sp|Q54UF7|LDHD_DICDI
isogroup316224	sp|Q9CQT2|RBM7_MOUSE
isogroup316237	sp|P14646|PDE4B_RAT
isogroup316242	sp|Q0VAA2|LR74A_HUMAN
isogroup316255	sp|Q54P00|ABKD_DICDI
isogroup316266	sp|Q9M2G7|LPPD_ARATH
isogroup316300	sp|Q9VJE5|CL190_DROME
isogroup316319	sp|O93927|FKS1_CRYNH
isogroup316322	sp|Q42510|GNOM_ARATH
isogroup316349	sp|Q8YRI1|YY46_NOSS1
isogroup316371	sp|Q6PHG8|RPA43_DANRE
isogroup316378	sp|Q93YV9|SKIP8_ARATH
isogroup316385	sp|P27484|GRP2_NICSY
isogroup316414	sp|Q39565|DYHB_CHLRE
isogroup316426	sp|O74545|YCV6_SCHPO
isogroup316445	sp|Q55909|Y305_SYNY3
isogroup316450	sp|Q7RTR2|NLRC3_HUMAN
isogroup316461	sp|Q54MH0|FHKD_DICDI
isogroup316466	sp|E9Q8T7|DYH1_MOUSE
isogroup316472	sp|P40433|6P21_YEAST
isogroup316484	sp|Q9FKT8|COX15_ARATH
isogroup316486	sp|P97571|CAN1_RAT
isogroup316490	sp|Q8BG19|TMTC4_MOUSE
isogroup316494	sp|E7F9T0|MICA1_DANRE
isogroup316504	sp|Q2I6J1|SHP2A_DANRE
isogroup316511	sp|Q5EAR5|TRPT1_DANRE
isogroup316514	sp|P02702|FOLR1_BOVIN
isogroup316515	sp|D2GU20|ERAL1_AILME
isogroup316523	sp|Q9NR09|BIRC6_HUMAN
isogroup316526	sp|P35200|UPS2_YEAST
isogroup316537	sp|Q9C813|DEAHD_ARATH
isogroup316569	sp|Q29HZ1|LANC3_DROPS
isogroup316586	sp|Q7DBF3|GDPPS_ECO57
isogroup316598	sp|Q5F371|SBNO1_CHICK
isogroup31660	sp|P53052|CPDB_YEREN
isogroup316613	sp|P62184|CALM_RENRE
isogroup316616	sp|Q652P4|CPSF2_ORYSJ
isogroup316634	sp|Q11208|PARP_SARPE
isogroup316666	sp|Q54UC9|KIF3_DICDI
isogroup316702	sp|O60318|GANP_HUMAN
isogroup316711	sp|Q54V96|T144B_DICDI
isogroup316714	sp|Q6NKZ9|Y4345_ARATH
isogroup316724	sp|B6F209|CPAS_ASPOZ
isogroup316732	sp|Q8WU39|MZB1_HUMAN
isogroup316764	sp|Q3J781|RSMH_NITOC
isogroup316780	sp|P16930|FAAA_HUMAN
isogroup316806	sp|Q4L3J7|RL1_STAHJ
isogroup316807	sp|Q55CT0|TPP1_DICDI
isogroup316818	sp|Q9X248|FABG_THEMA
isogroup31683	sp|Q8IDX6|RBP2A_PLAF7
isogroup316853	sp|Q9QYZ6|SMK2A_MOUSE
isogroup316862	sp|Q10354|YDB1_SCHPO
isogroup316944	sp|Q9H2K2|TNKS2_HUMAN
isogroup316957	sp|P46542|PIP_LACDL
isogroup316958	sp|Q9R9I1|HTRB_BACSU
isogroup316995	sp|Q0P4M4|CBPC2_XENTR
isogroup317004	sp|Q8WSR4|ITPR_PATPE
isogroup317015	sp|Q9KBI9|RRAAH_BACHD
isogroup317017	sp|Q2R1Z5|CML6_ORYSJ
isogroup317028	sp|P24785|MLE_DROME
isogroup317049	sp|Q38898|AKT2_ARATH
isogroup31706	sp|Q54IP0|DNJC7_DICDI
isogroup317061	sp|Q681Q7|Y1390_ARATH
isogroup317064	sp|Q9M9Y8|CRTSO_ARATH
isogroup317089	sp|Q6NKS1|P2C65_ARATH
isogroup317114	sp|P23562|B3AT_RAT
isogroup317118	sp|Q9GTX8|TPIS_TAESO
isogroup317128	sp|Q60714|S27A1_MOUSE
isogroup317130	sp|Q9QR71|LANA1_HHV8P
isogroup317137	sp|Q80SU7|GVIN1_MOUSE
isogroup317140	sp|Q2VZV5|RL19_MAGSA
isogroup31715	sp|Q96PY6|NEK1_HUMAN
isogroup317188	sp|Q04960|DNJH_CUCSA
isogroup317209	sp|Q9HGQ2|TRM4A_SCHPO
isogroup317216	sp|B5DX45|SUR8_DROPS
isogroup317223	sp|Q9ZVX1|UBC23_ARATH
