isogroup100038	Q1ZXK2
isogroup52809	P36404
isogroup52815	P55931
isogroup52831	Q9UPN7
isogroup52851	Q9M2G7
isogroup528551	P40586
isogroup52865	Q08851
isogroup52866	Q99385
isogroup52870	P0AC59
isogroup52875	Q55855
isogroup52887	P37709
isogroup52901	Q9ST27
isogroup52902	Q8L9A0
isogroup52905	P30536
isogroup52922	B8Y6I0
isogroup52931	Q17938
isogroup52933	Q8H124
isogroup52944	Q5XK84
isogroup52946	Q9SVV9
isogroup52955	Q6P988
isogroup52958	P87131
isogroup52960	Q9URZ5
isogroup52981	Q9SM43
isogroup52990	Q02357
isogroup53002	Q9LW85
isogroup53008	Q58DU0
isogroup53009	P24280
isogroup53015	Q8LGG0
isogroup53019	Q09734
isogroup53035	Q02357
isogroup53043	Q9LT68
isogroup53058	Q8LES0
isogroup53062	Q5U2X2
isogroup53068	O22755
isogroup53084	Q6DC39
isogroup530856	Q8BVI5
isogroup53087	I1RGD4
isogroup53108	Q9ULJ7
isogroup53109	Q8T1E3
isogroup53124	Q9MAC9
isogroup53172	O22558
isogroup53178	Q21966
isogroup53186	O94432
isogroup53193	P09951
isogroup531938	Q14980
isogroup53194	Q949W8
isogroup53219	A9WRT1
isogroup53243	O70089
isogroup53260	O34331
isogroup532616	Q8R3F5
isogroup53263	P47758
isogroup53271	Q39026
isogroup532760	Q05609
isogroup53282	Q5A4E2
isogroup53286	Q5EB14
isogroup53321	Q1PFH8
isogroup53336	Q5JN42
isogroup53340	A8IUG5
isogroup53348	P0AFP3
isogroup53359	Q9CAI1
isogroup53361	Q658H5
isogroup53363	Q9XW78
isogroup53371	Q86V88
isogroup53372	Q9LS88
isogroup53390	Q558K8
isogroup53405	Q55855
isogroup53418	Q01484
isogroup53442	Q28EW0
isogroup53445	Q9C8M1
isogroup53447	Q9SJY5
isogroup53456	P05444
isogroup53457	B4PRU6
isogroup53467	Q9M8Y0
isogroup53469	B8Y6I0
isogroup53474	P96202
isogroup53494	Q9H3H3
isogroup534959	Q9FH02
isogroup53500	Q9LPX2
isogroup53518	Q8L850
isogroup53525	Q96319
isogroup53550	P48456
isogroup53555	Q9FVR6
isogroup53557	P35134
isogroup53560	Q8L725
isogroup53561	Q10N04
isogroup53574	B3LF48
isogroup53598	Q1XDM7
isogroup53603	Q8VI56
isogroup53609	Q9CWV0
isogroup53639	Q4LDE5
isogroup53642	Q39593
isogroup53656	Q9ZS34
isogroup53666	Q9SXV6
isogroup53671	A2AI08
isogroup53703	Q2VZE7
isogroup53743	Q54P70
isogroup53747	Q6VTH5
isogroup53756	Q6NRH0
isogroup53769	O49453
isogroup53773	P48279
isogroup53777	Q949X0
isogroup53783	O34456
isogroup53790	Q96AY4
isogroup53800	A6X7E7
isogroup53825	Q9ZGI5
isogroup53836	Q9QXG2
isogroup53840	Q2XVR4
isogroup53844	Q5F3A6
isogroup53850	P46875
isogroup53857	P54493
isogroup53861	Q8R3F5
isogroup53867	Q06816
isogroup53873	Q54JI9
isogroup53874	Q6R5J2
isogroup53893	Q8H2T0
isogroup53904	H0YM25
isogroup53910	Q02224
isogroup53920	P33160
isogroup53924	Q9UTN2
isogroup53947	Q57BC2
isogroup53973	P22998
isogroup53975	Q5U780
isogroup540012	Q9QXL7
isogroup54002	Q5BJJ6
isogroup54004	Q9XI74
isogroup54013	Q9H2V7
isogroup54026	Q9ZUU2
isogroup54034	A6TEB3
isogroup54040	Q96PY6
isogroup54050	Q9BSJ2
isogroup54051	Q32PX7
isogroup54052	Q9PU45
isogroup54054	Q3B561
isogroup54055	Q6P9U4
isogroup54071	Q569L8
isogroup54089	Q9QYP1
isogroup54102	P49282
isogroup54105	Q9SJA1
isogroup54115	Q2R1Z5
isogroup541157	Q8IXK2
isogroup54160	Q5UQL9
isogroup54173	P54938
isogroup54174	Q5U4F6
isogroup54187	Q5XW77
isogroup54196	A8K855
isogroup54198	A2AVA0
isogroup54205	Q9ZCN4
isogroup54208	O43822
isogroup54261	P40896
isogroup54263	Q9QYZ3
isogroup54270	Q54SR7
isogroup54283	P51564
isogroup54286	Q6AYK6
isogroup54321	Q9R053
isogroup54350	O00400
isogroup54354	Q9LJI2
isogroup54362	Q55AX0
isogroup54396	A9VE54
isogroup54411	P34101
isogroup54414	Q9Z273
isogroup54443	Q9WV72
isogroup54469	P61441
isogroup54472	Q6DBN1
isogroup54476	Q08CY4
isogroup54485	B7FXW1
isogroup54496	O32210
isogroup54506	R1ERP2
isogroup5451	G4FEF4
isogroup54515	Q9TW45
isogroup5452	P38631
isogroup54524	Q5Z9I2
isogroup54550	Q13415
isogroup54552	A9RBS1
isogroup54562	Q0WKV8
isogroup54580	Q9XIG1
isogroup54587	Q9LK90
isogroup54595	Q96V64
isogroup54615	O94654
isogroup54619	P41247
isogroup54627	Q64M78
isogroup54629	P53681
isogroup54631	Q8BWH0
isogroup54635	Q4R628
isogroup54649	Q9ZW86
isogroup54653	Q9ZWM5
isogroup54654	O15865
isogroup54655	A6U8C2
isogroup54671	Q6BIK6
isogroup54673	Q8NBN7
isogroup54679	Q1LYM6
isogroup54683	Q8VYP5
isogroup54695	Q91ZR4
isogroup54700	P04630
isogroup54720	Q2M3R5
isogroup54727	Q6ZDY8
isogroup54734	Q9LF54
isogroup54759	O04866
isogroup54762	P02598
isogroup54776	Q10154
isogroup54791	Q640P7
isogroup54793	Q4KME6
isogroup54796	Q8W3L1
isogroup547973	Q42675
isogroup54807	B2RXR6
isogroup54812	Q5RCW6
isogroup54839	Q5TZA2
isogroup54844	O74467
isogroup54847	Q9HTH0
isogroup54849	O94738
isogroup54857	P0AEB5
isogroup54864	P25323
isogroup54872	Q96AX9
isogroup54874	Q4UMH6
isogroup54891	Q9M354
isogroup54898	Q8NK02
isogroup54926	Q63164
isogroup54944	A7SD85
isogroup54946	Q07283
isogroup54949	A4QJN6
isogroup54955	Q01514
isogroup54970	Q9ZW36
isogroup54977	O83578
isogroup54978	Q3UES3
isogroup54985	Q6ZUM4
isogroup54990	O32210
isogroup54992	Q9JI70
isogroup54999	P51327
isogroup55036	Q4DJ07
isogroup55038	Q8H384
isogroup55054	Q641X9
isogroup55059	Q54TJ4
isogroup55074	P27484
isogroup55086	Q5F3X0
isogroup55092	Q553F3
isogroup55095	Q8W1K8
isogroup55110	Q55D16
isogroup55125	Q6B858
isogroup55135	Q9I7W5
isogroup55139	O06179
isogroup55165	D9IQ16
isogroup55181	Q9C196
isogroup55188	Q55AX0
isogroup55194	Q9LZA6
isogroup55221	Q1ATE1
isogroup55230	Q8C0R9
isogroup55236	Q9FY46
isogroup55241	P43317
isogroup55250	Q55563
isogroup55285	Q9R0X4
isogroup55293	O70507
isogroup55298	Q6U6G5
isogroup55301	Q4QQW8
isogroup55305	Q55BK0
isogroup55308	Q9VLQ1
isogroup55316	P50944
isogroup55330	Q6DBX0
isogroup55335	Q3MAV9
isogroup55340	Q58871
isogroup55348	A7XDQ9
isogroup55358	Q13510
isogroup55368	Q55DQ0
isogroup55369	P36428
isogroup55377	P16157
isogroup55395	Q9QR71
isogroup55398	P0C6E7
isogroup55429	P29957
isogroup55436	P35600
isogroup55445	O00835
isogroup55460	Q6T1X6
isogroup55461	P48180
isogroup55476	Q258K2
isogroup55480	Q9GV16
isogroup55484	Q9LFF1
isogroup55485	P30181
isogroup55494	O81304
isogroup55502	Q6DBP3
isogroup55523	Q99297
isogroup55531	Q76FP5
isogroup55532	A8CEP3
isogroup55539	P04929
isogroup55544	Q42406
isogroup55546	Q5A761
isogroup55552	Q94JV5
isogroup55555	Q8C1R0
isogroup55560	F4I2Y3
isogroup55586	P17439
isogroup55593	Q5RBF3
isogroup55594	Q86WI3
isogroup55603	Q49KF8
isogroup55615	P17437
isogroup55626	Q00808
isogroup55636	O15865
isogroup55652	P0CAZ0
isogroup55653	Q9SPE6
isogroup55656	Q9H2K2
isogroup55676	Q9Y719
isogroup55678	P50185
isogroup55684	C5BNK6
isogroup55685	Q08109
isogroup55688	P05933
isogroup55691	O75832
isogroup55693	Q55DH6
isogroup55698	P20790
isogroup55710	Q06567
isogroup55715	Q62651
isogroup55721	Q08972
isogroup55726	Q29496
isogroup55727	Q55774
isogroup55728	Q8IRU4
isogroup55732	P14300
isogroup55738	Q2VB19
isogroup557492	Q55G04
isogroup55779	A2XT03
isogroup55782	Q9ULJ7
isogroup557820	Q9SR00
isogroup55783	P38344
isogroup55786	Q4N594
isogroup55814	Q17R09
isogroup55822	Q5RIA9
isogroup55877	Q6IDB6
isogroup55878	Q9FJ72
isogroup55883	Q7TSE6
isogroup55895	O88457
isogroup559033	Q9DGD1
isogroup55913	P0CX08
isogroup55916	P60372
isogroup55935	Q0IID7
isogroup55941	Q9Y226
isogroup55945	Q8TXI4
isogroup55976	Q23FE2
isogroup55978	P08594
isogroup56016	Q9SDW9
isogroup56021	Q6ME97
isogroup56022	Q9M8U1
isogroup56036	P70470
isogroup560805	Q6ADJ8
isogroup56085	O74327
isogroup56137	Q5BGP1
isogroup56143	F4JBP3
isogroup56154	Q66KM5
isogroup56174	O34442
isogroup56183	Q6PCJ1
isogroup56192	Q8GY23
isogroup56194	Q8L6Y1
isogroup56196	Q9ZQP1
isogroup562118	Q1RMR4
isogroup56232	O13769
isogroup56347	Q04960
isogroup56356	Q9D2H9
isogroup56370	Q947D2
isogroup56385	Q9P6J4
isogroup56388	Q8R512
isogroup56389	P55986
isogroup56423	Q972A2
isogroup56438	P40222
isogroup56440	F4HYF3
isogroup56444	Q9BWU0
isogroup56446	Q54KM6
isogroup56460	Q695U0
isogroup56462	Q640V3
isogroup56481	Q10323
isogroup56487	P28227
isogroup56488	Q84ZD2
isogroup56489	Q16445
isogroup56492	Q9W2S3
isogroup56496	Q38997
isogroup56500	Q08BV2
isogroup56503	Q54BF0
isogroup56514	F4ILR7
isogroup56518	Q552R1
isogroup56525	P0DOW2
isogroup56529	O27352
isogroup56532	Q9FIQ0
isogroup56550	Q03147
isogroup56557	Q9SJX7
isogroup56563	Q5NTH0
isogroup56566	P54137
isogroup56583	Q653S3
isogroup56589	P54967
isogroup56616	Q8RWG1
isogroup56626	Q6IQ85
isogroup56650	Q9SZ83
isogroup56652	Q5ZKE7
isogroup56656	Q9S7Q2
isogroup56657	O00897
isogroup56665	Q4UMH6
isogroup56668	A5GVG4
isogroup56699	Q9ZWQ8
isogroup56707	Q8SSN5
isogroup56708	Q6VTH5
isogroup56715	C1CXN1
isogroup56718	Q00808
isogroup56730	Q60HH4
isogroup56737	A7MBP4
isogroup56759	Q5T2D3
isogroup56767	Q9FV54
isogroup56786	P83373
isogroup56794	Q9SW18
isogroup56805	D4AU31
isogroup56806	P51954
isogroup56858	Q52KU6
isogroup56860	O17040
isogroup56867	Q50KB1
isogroup56891	O88420
isogroup56903	Q9M8J9
isogroup56913	P29309
isogroup56922	B4F1L5
isogroup56924	B1KHA5
isogroup56936	Q9NJU9
isogroup56963	Q9EPZ8
isogroup56980	Q13439
isogroup56985	Q9M9E8
isogroup56988	Q55AX0
isogroup56993	Q8BZ25
isogroup56999	Q1JQD7
isogroup57008	Q641X6
isogroup57017	Q54UC9
isogroup57076	Q9BV68
isogroup57080	P0CB32
isogroup57088	Q9SRY4
isogroup57091	Q5N249
isogroup57111	B7G3Y9
isogroup57113	Q182E7
isogroup57124	Q9SUK9
isogroup57125	Q9NUV9
isogroup57139	Q9FNJ9
isogroup57148	P49025
isogroup571492	O83041
isogroup57162	A4TE41
isogroup57165	F4I8X6
isogroup57196	Q7ZWE9
isogroup57198	Q57772
isogroup57207	Q6DCP1
isogroup57225	Q8WU39
isogroup57229	Q9Z0Y8
isogroup57253	Q7RTR2
isogroup57255	Q9JM98
isogroup57275	Q47319
isogroup57299	Q921L5
isogroup57309	Q8ZKT7
isogroup57313	Q9UTE6
isogroup57318	Q68Y52
isogroup57343	O59952
isogroup57345	Q5G5E0
isogroup57354	P49776
isogroup57368	B0BN18
isogroup57371	P24656
isogroup57373	Q96PY6
isogroup57374	Q6Z1C0
isogroup57376	Q8GYH8
isogroup57389	Q93794
isogroup57390	Q75JP5
isogroup57399	Q03043
isogroup5742	O15865
isogroup57426	B8HMR2
isogroup57432	Q9BV94
isogroup57451	Q6K271
isogroup57455	P79896
isogroup57457	P51957
isogroup5746	C6DJF9
isogroup57478	G5E8K5
isogroup5751	Q10074
isogroup57518	Q0J4P2
isogroup57519	Q9VIE6
isogroup57521	P67985
isogroup57522	Q9Y3Z3
isogroup57527	Q9FRK5
isogroup57540	Q43139
isogroup57557	Q6H7M3
isogroup57566	Q8VDR7
isogroup57573	Q9UST2
isogroup57575	Q5VQQ5
isogroup57586	Q03721
isogroup57596	B9U3F2
isogroup57607	Q63625
isogroup57616	O60447
isogroup57624	Q9P6K1
isogroup57628	Q9QYF3
isogroup576556	Q08871
isogroup57659	Q6Z9F4
isogroup57672	O51039
isogroup57675	P35122
isogroup57685	Q9FHN8
isogroup5769	P10759
isogroup57696	A9JTG5
isogroup57699	A4YGN0
isogroup57704	Q03132
isogroup57705	Q5FW17
isogroup57711	Q5XHX6
isogroup57712	A0A0H2VDN9
isogroup57725	O34627
isogroup57728	Q6PI78
isogroup57732	Q8TFH0
isogroup57737	Q95LP1
isogroup57752	Q29HF1
isogroup57776	Q32PX9
isogroup57778	P51116
isogroup57782	P32019
isogroup57798	O15865
isogroup57805	Q09571
isogroup57808	Q6YZI0
isogroup57831	O88345
isogroup57832	P09484
isogroup57833	Q8LA32
isogroup57838	Q922R0
isogroup57851	Q9TV61
isogroup57858	Q8BSY0
isogroup57869	Q7T019
isogroup57876	Q8RWY7
isogroup57881	P54001
isogroup57911	Q9SUG6
isogroup57919	O75880
isogroup57945	Q6DC39
isogroup57947	Q9L0L6
isogroup57955	B6ZJZ9
isogroup57959	Q5RC74
isogroup57982	Q00718
isogroup57997	O62732
isogroup57998	Q12314
isogroup58005	Q99323
isogroup58012	P77280
isogroup58032	Q54DK1
isogroup58035	Q54R82
isogroup58038	P22462
isogroup58041	Q58HT5
isogroup58046	Q9LYN7
isogroup58057	Q6AUQ4
isogroup58063	Q5DU05
isogroup58064	V6CLA2
isogroup58065	B2RY56
isogroup5808	Q00808
isogroup58097	P27525
isogroup58107	Q9NRK6
isogroup58110	O97860
isogroup58121	Q8N6M0
isogroup58131	Q9SK39
isogroup5814	P43610
isogroup58140	P07497
isogroup58146	P52015
isogroup58148	Q8K4T4
isogroup58202	C5CSI6
isogroup58203	Q8LGF7
isogroup58212	Q66KE3
isogroup58215	Q84WL9
isogroup58245	Q9LD90
isogroup58247	P13392
isogroup58249	P32953
isogroup58267	P28734
isogroup58268	Q63321
isogroup58272	P49721
isogroup58281	Q0J0A4
isogroup58300	Q07429
isogroup58310	Q9JLG8
isogroup58315	Q12955
isogroup58338	Q9LPV5
isogroup58340	Q9D6P8
isogroup58354	P14105
isogroup58360	O82462
isogroup58372	Q44653
isogroup58373	Q9W138
isogroup58374	Q96J02
isogroup58377	P0C6S7
isogroup58379	O15865
isogroup58393	Q59022
isogroup58395	Q7M8I0
isogroup584215	P22045
isogroup58436	Q3EAQ5
isogroup58442	A0A1B0GV03
isogroup58443	P06787
isogroup58455	Q5XEZ5
isogroup58474	D3Z7H8
isogroup58487	Q5R5X0
isogroup58505	Q8R8N9
isogroup58507	Q07283
isogroup5851	Q84M24
isogroup58512	Q93VG8
isogroup58528	P46794
isogroup58530	A6BM06
isogroup58562	Q9LHD2
isogroup58575	P11140
isogroup58578	Q9JMC3
isogroup58582	Q9FL69
isogroup58589	P0A9L5
isogroup58590	Q1RMX9
isogroup58594	Q9FMJ0
isogroup58599	Q01F03
isogroup58604	Q6AVI8
isogroup58606	Q1LZ96
isogroup58607	O94606
isogroup58617	Q54LN4
isogroup58625	P73735
isogroup58629	Q5HZQ9
isogroup58638	P58905
isogroup58646	P9WPH9
isogroup58651	Q9JKV2
isogroup58669	Q9CWB7
isogroup58672	O65639
isogroup58676	Q800A0
isogroup58684	Q9R0M8
isogroup58691	P40961
isogroup58692	A2A259
isogroup58707	Q5XGU5
isogroup58711	Q9BXF9
isogroup58718	Q9LDC0
isogroup58722	Q55EQ3
isogroup58736	O80925
isogroup58746	Q9D565
isogroup58756	P14300
isogroup58765	G5E8K5
isogroup58783	D2D3B6
isogroup58795	Q38950
isogroup58796	O94264
isogroup58797	A1BEV6
isogroup58819	Q3T168
isogroup58826	Q6P8Y1
isogroup588270	B7FSL4
isogroup58828	Q21443
isogroup58829	Q8BW94
isogroup58837	O67533
isogroup58839	Q5XIW8
isogroup58865	Q3U3V8
isogroup58877	A5GIS1
isogroup58878	Q7RAH3
isogroup58930	P26183
isogroup58957	Q9ZGI5
isogroup58968	Q91YE5
isogroup58979	Q9FIB4
isogroup59005	Q8VI02
isogroup59024	P81377
isogroup59046	P28584
isogroup59124	Q5F457
isogroup59130	Q6DEL2
isogroup59149	O95985
isogroup59180	Q5EA50
isogroup59181	Q8R3G1
isogroup59205	Q17QJ3
isogroup59227	F4JCQ3
isogroup59228	Q9FY46
isogroup59243	Q54F46
isogroup59275	P57103
isogroup59297	Q6PGC1
isogroup59308	O34627
isogroup59311	Q6P4H8
isogroup59316	Q09764
isogroup59324	P15623
isogroup59368	Q86I06
isogroup59383	P0C8K8
isogroup59396	P49096
isogroup5941	Q9Y871
isogroup59413	Q9R0X4
isogroup59419	Q3UMC0
isogroup59449	A0A140LI88
isogroup59483	Q8C8R3
isogroup59501	Q9EPI9
isogroup59516	Q9C196
isogroup59525	Q9ES00
isogroup59551	O60568
isogroup59557	Q9X2F4
isogroup59563	D5AR83
isogroup59578	Q58A42
isogroup59585	A3EWL3
isogroup59590	Q9LFB8
isogroup59616	O42626
isogroup59634	Q9MB58
isogroup59643	Q7XPJ0
isogroup59683	Q922Q1
isogroup59720	Q9SY73
isogroup59751	Q8K1E6
isogroup59774	Q8K1E6
isogroup59783	Q8H0T9
isogroup59795	Q8LBZ4
isogroup59799	Q6PBE2
isogroup59813	Q9FVV6
isogroup59831	Q54BU4
isogroup59843	Q06458
isogroup59847	Q8L7U5
isogroup59858	Q8BPB0
isogroup59872	O51081
isogroup59880	Q9Z1B2
isogroup59896	P93648
isogroup59902	Q75LL2
isogroup59912	Q9FQ03
isogroup59916	B8GC51
isogroup59918	P21953
isogroup59923	P70587
isogroup59943	O07345
isogroup59947	Q5JKF2
isogroup59953	A2RRH5
isogroup59977	Q550K8
isogroup60000	Q8R1F6
isogroup60002	Q54LN4
isogroup60032	Q94726
isogroup60058	P36579
isogroup60070	Q6NSN2
isogroup60110	Q96P56
isogroup60117	A3KPE8
isogroup60142	Q05086
isogroup60145	Q02343
isogroup60147	C3RZA1
isogroup60157	Q9ZWQ8
isogroup60207	Q7PRJ0
isogroup60215	Q05000
isogroup60242	O14369
isogroup60246	Q5TCS8
isogroup60256	P60899
isogroup60301	A8HUA1
isogroup60311	Q9R053
isogroup60318	P49739
isogroup60350	P04630
isogroup60432	F4JY37
isogroup60455	Q20390
isogroup60470	Q5A940
isogroup60473	A6H779
isogroup60485	D4D4B1
isogroup60526	Q75WS4
isogroup60529	Q3YZE4
isogroup60542	Q8SSY6
isogroup60564	A6QLQ8
isogroup60565	O22145
isogroup60572	Q96MV8
isogroup60599	Q54XQ2
isogroup60611	Q9I7I7
isogroup60618	Q6C2X0
isogroup60624	O74777
isogroup6065	Q86HN7
isogroup60676	Q9L9G0
isogroup60697	Q68DH5
isogroup60727	Q6DBN1
isogroup60739	Q9ST27
isogroup60753	Q6WKZ8
isogroup60758	Q8LKI3
isogroup60815	B5DE69
isogroup60821	P75905
isogroup60833	Q9FL12
isogroup60841	Q9GZT9
isogroup60845	Q6Z6L4
isogroup60853	P04074
isogroup60870	A4SYW3
isogroup60887	Q8GUP1
isogroup60906	Q32KJ8
isogroup60910	Q9FNI6
isogroup60916	Q2XWK0
isogroup60919	E2RG47
isogroup60993	A2ASS6
isogroup61002	Q1NEI6
isogroup61072	Q9HEH1
isogroup61075	P51957
isogroup61080	Q54PP7
isogroup61105	P43157
isogroup61136	P24733
isogroup61152	Q9WZ31
isogroup61158	Q99LG4
isogroup61166	Q7A089
isogroup61171	P0CB05
isogroup61187	F4ILR7
isogroup61193	P40806
isogroup61206	Q14AT5
isogroup61212	Q9LEV7
isogroup61239	O02776
isogroup61251	Q9WU56
isogroup61269	A5WVX1
isogroup61283	A0JMH2
isogroup61285	Q29449
isogroup61289	P31521
isogroup61312	P00565
isogroup61346	P55465
isogroup61351	Q8C8R3
isogroup61364	Q9NZC7
isogroup61374	Q39493
isogroup61379	Q54I18
isogroup61435	Q0WWW9
isogroup61461	P38758
isogroup61488	P77414
isogroup61496	A8IZG4
isogroup61527	Q969H0
isogroup61556	P53871
isogroup61573	Q641X6
isogroup61588	Q7Z8U2
isogroup61596	Q9P0X4
isogroup61627	Q8RWL2
isogroup61635	Q9ZVX5
isogroup61638	Q9SUK9
isogroup61690	Q88SK6
isogroup61707	O04274
isogroup61713	P31440
isogroup61785	Q9AW48
isogroup61792	Q9FN05
isogroup61795	Q9JI39
isogroup61804	Q8GUL2
isogroup61812	Q9P0L9
isogroup61847	Q6K3R5
isogroup61863	Q9Y2E8
isogroup61871	Q6LZC3
isogroup61885	O32210
isogroup61887	Q3SYS4
isogroup61923	Q7Q732
isogroup61983	A1WXU9
isogroup62016	Q80T91
isogroup62027	E9PU28
isogroup62039	P65840
isogroup62085	Q00168
isogroup62104	Q9I596
isogroup62111	Q96MR6
isogroup62112	A6W216
isogroup62124	Q9LEV7
isogroup62131	Q23551
isogroup62147	A8JR14
isogroup62151	Q681Q7
isogroup62166	Q28H12
isogroup62172	Q08972
isogroup62197	D4AU31
isogroup62204	Q70KD0
isogroup62234	P50249
isogroup62255	Q5F457
isogroup62279	Q6BZG7
isogroup62280	Q54AX6
isogroup62493	Q7S8V3
isogroup62494	Q5SKA7
isogroup62509	Q9UL51
isogroup6253	Q7Z406
isogroup62532	Q5F310
isogroup6254	Q9S9U0
isogroup62555	Q9H5Z1
isogroup62559	Q80ZX8
isogroup62564	A0QP18
isogroup62570	P98188
isogroup62581	Q05196
isogroup62626	Q8BLR9
isogroup62641	Q91YJ5
isogroup6269	Q0V6P9
isogroup62702	Q93ZG3
isogroup62725	Q9DGD1
isogroup62771	Q55G91
isogroup62799	P0CT30
isogroup62820	O75330
isogroup62825	P13535
isogroup62851	P54166
isogroup62861	P25071
isogroup62864	Q99246
isogroup62871	Q5HZE0
isogroup62880	Q08972
isogroup62892	Q5I6B8
isogroup62919	Q8N6R0
isogroup62923	Q9VW26
isogroup62931	E1VA04
isogroup62975	Q2HJ94
isogroup62976	Q9SJK6
isogroup6298	Q39610
isogroup62994	Q8H3C9
isogroup63061	Q6B907
isogroup63159	Q6NXM2
isogroup63161	Q88SK6
isogroup63189	Q6Z2X6
isogroup63195	Q03606
isogroup63258	Q96I76
isogroup63269	Q8YSU5
isogroup63291	Q53877
isogroup63305	Q54BU4
isogroup63310	Q8H715
isogroup63322	Q9ZVN2
isogroup63358	H9JD76
isogroup63365	Q8WXX0
isogroup63372	Q9VGH7
isogroup63383	Q8TAX7
isogroup63393	P53995
isogroup63399	Q75J39
isogroup63418	P27398
isogroup63447	Q6QNM1
isogroup63466	Q6GLM5
isogroup63471	Q5QMN3
isogroup63473	O34812
isogroup63486	P23678
isogroup63490	Q63564
isogroup63491	P23231
isogroup63498	Q9JKB0
isogroup63501	O04034
isogroup63516	Q9Z4S3
isogroup63552	A6VUQ5
isogroup63589	Q54M20
isogroup63595	Q5R834
isogroup63617	O34355
isogroup63632	Q29611
isogroup63633	Q295P6
isogroup63635	A9BD85
isogroup63641	P22256
isogroup6365	Q6DLR9
isogroup63702	P40138
isogroup63724	Q9WTK3
isogroup63736	Q9TXQ1
isogroup63739	B9FKW9
isogroup63748	O94480
isogroup63761	F4JIP9
isogroup63762	Q9M1H3
isogroup63767	P23562
isogroup63789	Q0WVF5
isogroup63793	Q80WA4
isogroup63797	P34101
isogroup63800	Q95LY5
isogroup63801	Q9ZQ31
isogroup63836	Q95JP6
isogroup63849	Q5ZHN4
isogroup63854	B2RX12
isogroup63858	P52057
isogroup63863	P0CY20
isogroup63871	P30924
isogroup63875	Q9LU89
isogroup63878	Q4PEQ5
isogroup63908	Q5SPW0
isogroup63915	Q7XKC0
isogroup63939	Q1QZ33
isogroup63940	Q9SU00
isogroup63999	Q8X5X6
isogroup64012	Q54VU4
isogroup64031	Q58458
isogroup64111	Q5S1W2
isogroup64145	Q9VCA8
isogroup64149	Q9BYT3
isogroup64165	Q54MZ4
isogroup64175	Q5U2W9
isogroup64237	Q8TBY8
isogroup64244	Q15075
isogroup64247	B8IYM2
isogroup64256	P62343
isogroup64257	Q9HGM9
isogroup64273	Q9ZU97
isogroup64289	Q2KHZ2
isogroup64304	Q10082
isogroup64307	Q64M78
isogroup64320	P33897
isogroup64323	P40421
isogroup64342	Q0BUP7
isogroup64346	A9RBS1
isogroup64361	Q9C9Z1
isogroup64372	Q3UFB2
isogroup64374	Q5JKF2
isogroup64403	P48766
isogroup64412	Q8AYC9
isogroup64437	Q7XA78
isogroup64459	Q5ZIZ2
isogroup64466	Q75GK4
isogroup64515	Q9H078
isogroup64526	Q9L4Q7
isogroup64549	Q9NQT8
isogroup64557	Q99PK0
isogroup64573	Q9WVQ0
isogroup64576	P19485
isogroup64577	Q9ZGI5
isogroup64583	Q11HT5
isogroup64601	Q8GYX8
isogroup64625	Q2QVG8
isogroup64635	Q5ZLC8
isogroup64642	Q9DB96
isogroup64645	Q9VCA8
isogroup64648	F4I893
isogroup64665	P92133
isogroup64691	Q9FY46
isogroup64706	P38494
isogroup64707	O64730
isogroup64720	Q9SIC9
isogroup64723	Q9R053
isogroup64726	Q54MJ7
isogroup64743	Q9ZNS1
isogroup64746	P17971
isogroup64768	Q8GWQ6
isogroup64771	Q9AJN6
isogroup64772	Q9FXG3
isogroup64780	Q5XJQ5
isogroup64794	Q69ZS7
isogroup64808	Q8VDD5
isogroup64817	Q9FNP1
isogroup64853	O26884
isogroup64854	Q9N5K2
isogroup64890	P48053
isogroup64893	Q9P7J8
isogroup64912	Q6DIQ3
isogroup64915	Q6ZSI9
isogroup64918	Q10105
isogroup64925	Q54DL6
isogroup64936	Q9LVJ0
isogroup64943	Q6GNV7
isogroup64947	Q5R8W6
isogroup64959	Q6P6J4
isogroup650	P38287
isogroup65053	Q9FGF0
isogroup65065	Q8TXI4
isogroup65084	Q9ZJP4
isogroup65086	P54979
isogroup65093	Q5F389
isogroup65122	Q54RI9
isogroup65126	Q9ER47
isogroup65134	Q9SHU5
isogroup65139	P54073
isogroup65152	A8HQ54
isogroup65160	Q9UDX5
isogroup65202	L8EUQ6
isogroup65252	Q6BIK6
isogroup65286	Q14147
isogroup65304	P97571
isogroup65312	Q9SHG6
isogroup65314	B4MXW3
isogroup65324	Q10475
isogroup65335	O32091
isogroup65343	Q21565
isogroup65373	Q02356
isogroup65378	Q06AB3
isogroup65384	P33734
isogroup65400	Q8IVS2
isogroup65407	Q70LM5
isogroup65454	Q6P6J4
isogroup65459	Q5VQL1
isogroup65461	P15771
isogroup65523	Q9FYC2
isogroup65531	Q8LC69
isogroup65564	Q56ZQ3
isogroup65579	A0A0C5PRW9
isogroup65612	P94549
isogroup65621	Q9FBX1
isogroup65629	P43298
isogroup65631	Q13868
isogroup65647	Q54SS0
isogroup65670	Q94EG6
isogroup65682	Q55D16
isogroup65686	Q9USJ3
isogroup65720	Q09996
isogroup65776	P21375
isogroup65780	Q9I2Y2
isogroup65800	Q94BU1
isogroup65817	Q9M0N1
isogroup65842	P46850
isogroup65853	B2VH10
isogroup65854	B7ZWR6
isogroup65855	P64730
isogroup65872	P29068
isogroup65911	O34653
isogroup65924	P55577
isogroup65972	Q5XG87
isogroup66007	Q2IA00
